isolate	scheme	ST	adk	fumC	gyrB	icd	mdh	purA	recA
GCF_009618015.1_ASM961801v1	ecoli_achtman_4	4577	adk(6)	fumC(6)	gyrB(3)	icd(9)	mdh(9)	purA(7)	recA(6)
GCF_009627495.1_ASM962749v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_009648495.1_ASM964849v1	ecoli_achtman_4	1060	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(128)
GCF_009650035.1_ASM965003v1	ecoli_achtman_4	29	adk(6)	fumC(4)	gyrB(12)	icd(16)	mdh(9)	purA(7)	recA(7)
GCF_009650175.1_ASM965017v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_009663855.1_ASM966385v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_009664185.1_ASM966418v1	ecoli_achtman_4	1079	adk(6)	fumC(19)	gyrB(14)	icd(16)	mdh(11)	purA(12)	recA(2)
GCF_009664205.1_ASM966420v1	ecoli_achtman_4	-	adk(6)	fumC(19)	gyrB(14)	icd(16)	mdh(~11)	purA(12)	recA(2)
GCF_009664305.1_ASM966430v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_009664455.1_ASM966445v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_009671045.1_ASM967104v1	ecoli_achtman_4	641	adk(9)	fumC(6)	gyrB(33)	icd(131)	mdh(24)	purA(8)	recA(7)
GCF_009671085.1_ASM967108v1	ecoli_achtman_4	761	adk(10)	fumC(11)	gyrB(5)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_009671105.1_ASM967110v1	ecoli_achtman_4	8165	adk(6)	fumC(8)	gyrB(4)	icd(8)	mdh(9)	purA(23)	recA(7)
GCF_009671125.1_ASM967112v1	ecoli_achtman_4	7131	adk(10)	fumC(11)	gyrB(125)	icd(8)	mdh(77)	purA(8)	recA(306)
GCF_009720465.1_ASM972046v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_009720605.1_ASM972060v1	ecoli_achtman_4	5415	adk(9)	fumC(23)	gyrB(64)	icd(548)	mdh(11)	purA(8)	recA(6)
GCF_009728565.1_ASM972856v1	ecoli_achtman_4	446	adk(6)	fumC(19)	gyrB(3)	icd(26)	mdh(11)	purA(8)	recA(6)
GCF_009738145.1_ASM973814v1	ecoli_achtman_4	206	adk(6)	fumC(7)	gyrB(5)	icd(1)	mdh(8)	purA(18)	recA(2)
GCF_009738455.1_ASM973845v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_009761715.1_ASM976171v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_009762385.1_ASM976238v1	ecoli_achtman_4	48	adk(6)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_009832885.1_ASM983288v1	ecoli_achtman_4	1060	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(128)
GCF_009832985.1_ASM983298v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_009866925.2_ASM986692v3	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_009866945.2_ASM986694v3	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_009867015.2_ASM986701v2	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_009867035.2_ASM986703v3	ecoli_achtman_4	58	adk(6)	fumC(4)	gyrB(4)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_009905115.1_ASM990511v1	ecoli_achtman_4	4977	adk(6)	fumC(11)	gyrB(5)	icd(1)	mdh(8)	purA(8)	recA(2)
GCF_009905135.1_ASM990513v1	ecoli_achtman_4	156	adk(6)	fumC(29)	gyrB(32)	icd(16)	mdh(11)	purA(8)	recA(44)
GCF_009905355.1_ASM990535v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_009909465.1_ASM990946v1	ecoli_achtman_4	2325	adk(8)	fumC(7)	gyrB(4)	icd(8)	mdh(8)	purA(18)	recA(6)
GCF_009909485.1_ASM990948v1	ecoli_achtman_4	3714	adk(6)	fumC(4)	gyrB(14)	icd(402)	mdh(24)	purA(8)	recA(14)
GCF_009909505.1_ASM990950v1	ecoli_achtman_4	7511	adk(6)	fumC(4)	gyrB(1)	icd(1)	mdh(8)	purA(1)	recA(2)
GCF_009913415.1_ASM991341v1	ecoli_achtman_4	3714	adk(6)	fumC(4)	gyrB(14)	icd(402)	mdh(24)	purA(8)	recA(14)
GCF_009914295.1_ASM991429v1	ecoli_achtman_4	2705	adk(10)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(2)
GCF_009931235.1_ASM993123v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_009931435.1_ASM993143v1	ecoli_achtman_4	3042	adk(308)	fumC(54)	gyrB(55)	icd(352)	mdh(35)	purA(263)	recA(234)
GCF_009948655.1_ASM994865v1	ecoli_achtman_4	4038	adk(6)	fumC(19)	gyrB(3)	icd(18)	mdh(9)	purA(8)	recA(156)
GCF_009949145.1_ASM994914v1	ecoli_achtman_4	446	adk(6)	fumC(19)	gyrB(3)	icd(26)	mdh(11)	purA(8)	recA(6)
GCF_009949705.1_ASM994970v1	ecoli_achtman_4	993	adk(10)	fumC(7)	gyrB(154)	icd(8)	mdh(12)	purA(8)	recA(2)
GCF_009950125.1_ASM995012v1	ecoli_achtman_4	3630	adk(6)	fumC(11)	gyrB(5)	icd(1)	mdh(7)	purA(8)	recA(6)
GCF_009950475.1_ASM995047v1	ecoli_achtman_4	1611	adk(6)	fumC(4)	gyrB(15)	icd(18)	mdh(9)	purA(26)	recA(7)
GCF_009950805.1_ASM995080v1	ecoli_achtman_4	1611	adk(6)	fumC(4)	gyrB(15)	icd(18)	mdh(9)	purA(26)	recA(7)
GCF_009951245.1_ASM995124v1	ecoli_achtman_4	1611	adk(6)	fumC(4)	gyrB(15)	icd(18)	mdh(9)	purA(26)	recA(7)
GCF_009951745.1_ASM995174v1	ecoli_achtman_4	155	adk(6)	fumC(4)	gyrB(14)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_009952125.1_ASM995212v1	ecoli_achtman_4	162	adk(9)	fumC(65)	gyrB(5)	icd(1)	mdh(9)	purA(13)	recA(6)
GCF_010092405.1_ASM1009240v1	ecoli_achtman_4	156	adk(6)	fumC(29)	gyrB(32)	icd(16)	mdh(11)	purA(8)	recA(44)
GCF_010092965.1_ASM1009296v1	ecoli_achtman_4	648	adk(92)	fumC(4)	gyrB(87)	icd(96)	mdh(70)	purA(58)	recA(2)
GCF_010365325.1_ASM1036532v1	ecoli_achtman_4	73	adk(36)	fumC(24)	gyrB(9)	icd(13)	mdh(17)	purA(11)	recA(25)
GCF_010365345.1_ASM1036534v1	ecoli_achtman_4	1284	adk(10)	fumC(4)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(73)
GCF_010365365.1_ASM1036536v1	ecoli_achtman_4	940	adk(6)	fumC(6)	gyrB(22)	icd(16)	mdh(11)	purA(1)	recA(7)
GCF_010365385.1_ASM1036538v1	ecoli_achtman_4	648	adk(92)	fumC(4)	gyrB(87)	icd(96)	mdh(70)	purA(58)	recA(2)
GCF_010365405.1_ASM1036540v1	ecoli_achtman_4	940	adk(6)	fumC(6)	gyrB(22)	icd(16)	mdh(11)	purA(1)	recA(7)
GCF_010365425.1_ASM1036542v1	ecoli_achtman_4	656	adk(10)	fumC(7)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_010365465.1_ASM1036546v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_010365485.1_ASM1036548v1	ecoli_achtman_4	205	adk(6)	fumC(23)	gyrB(15)	icd(16)	mdh(9)	purA(8)	recA(7)
GCF_010365505.1_ASM1036550v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_010365525.1_ASM1036552v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_010365545.1_ASM1036554v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_010509415.1_ASM1050941v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_010668985.1_ASM1066898v1	ecoli_achtman_4	8527	adk(13)	fumC(96)	gyrB(19)	icd(36)	mdh(733)	purA(11)	recA(25)
GCF_010669005.1_ASM1066900v1	ecoli_achtman_4	8827	adk(6)	fumC(4)	gyrB(15)	icd(16)	mdh(9)	purA(8)	recA(6)
GCF_010669025.1_ASM1066902v1	ecoli_achtman_4	8525	adk(83)	fumC(1174)	gyrB(221)	icd(683)	mdh(80)	purA(2)	recA(17)
GCF_010706435.1_ASM1070643v1	ecoli_achtman_4	12	adk(13)	fumC(13)	gyrB(9)	icd(13)	mdh(16)	purA(10)	recA(9)
GCF_010724935.1_ASM1072493v1	ecoli_achtman_4	10605	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(945)	purA(28)	recA(29)
GCF_010725305.1_ASM1072530v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_011022275.1_ASM1102227v1	ecoli_achtman_4	315	adk(4)	fumC(26)	gyrB(2)	icd(25)	mdh(5)	purA(8)	recA(19)
GCF_011044355.1_ASM1104435v1	ecoli_achtman_4	429	adk(97)	fumC(40)	gyrB(93)	icd(13)	mdh(23)	purA(28)	recA(66)
GCF_011045215.1_ASM1104521v1	ecoli_achtman_4	8826	adk(600)	fumC(186)	gyrB(6)	icd(479)	mdh(24)	purA(2)	recA(17)
GCF_011045235.1_ASM1104523v1	ecoli_achtman_4	8532	adk(216)	fumC(412)	gyrB(565)	icd(963)	mdh(24)	purA(1)	recA(317)
GCF_011045255.1_ASM1104525v1	ecoli_achtman_4	405	adk(35)	fumC(37)	gyrB(29)	icd(25)	mdh(4)	purA(5)	recA(73)
GCF_011045275.1_ASM1104527v1	ecoli_achtman_4	405	adk(35)	fumC(37)	gyrB(29)	icd(25)	mdh(4)	purA(5)	recA(73)
GCF_011045295.1_ASM1104529v1	ecoli_achtman_4	405	adk(35)	fumC(37)	gyrB(29)	icd(25)	mdh(4)	purA(5)	recA(73)
GCF_011045475.1_ASM1104547v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_011045875.1_ASM1104587v1	ecoli_achtman_4	10170	adk(10)	fumC(11)	gyrB(4)	icd(1169)	mdh(8)	purA(18)	recA(2)
GCF_011045895.1_ASM1104589v1	ecoli_achtman_4	10170	adk(10)	fumC(11)	gyrB(4)	icd(1169)	mdh(8)	purA(18)	recA(2)
GCF_011064575.1_ASM1106457v1	ecoli_achtman_4	708	adk(9)	fumC(65)	gyrB(33)	icd(1)	mdh(9)	purA(13)	recA(6)
GCF_011067085.1_ASM1106708v1	ecoli_achtman_4	156	adk(6)	fumC(29)	gyrB(32)	icd(16)	mdh(11)	purA(8)	recA(44)
GCF_011330935.2_ASM1133093v2	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_011331065.1_ASM1133106v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_011331215.2_ASM1133121v2	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_011383085.1_ASM1138308v1	ecoli_achtman_4	58	adk(6)	fumC(4)	gyrB(4)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_011403355.1_ASM1140335v1	ecoli_achtman_4	201	adk(6)	fumC(65)	gyrB(5)	icd(1)	mdh(9)	purA(8)	recA(6)
GCF_011404215.1_ASM1140421v1	ecoli_achtman_4	206	adk(6)	fumC(7)	gyrB(5)	icd(1)	mdh(8)	purA(18)	recA(2)
GCF_011404355.1_ASM1140435v1	ecoli_achtman_4	206	adk(6)	fumC(7)	gyrB(5)	icd(1)	mdh(8)	purA(18)	recA(2)
GCF_011404475.1_ASM1140447v1	ecoli_achtman_4	189	adk(10)	fumC(27)	gyrB(5)	icd(10)	mdh(12)	purA(8)	recA(49)
GCF_011404595.1_ASM1140459v1	ecoli_achtman_4	165	adk(10)	fumC(27)	gyrB(5)	icd(10)	mdh(12)	purA(8)	recA(2)
GCF_011404755.1_ASM1140475v1	ecoli_achtman_4	-	adk(~6)	fumC(7)	gyrB(5)	icd(1)	mdh(8)	purA(18)	recA(2)
GCF_011404895.1_ASM1140489v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_011492885.1_ASM1149288v1	ecoli_achtman_4	7366	adk(112)	fumC(11)	gyrB(5)	icd(12)	mdh(8)	purA(7)	recA(86)
GCF_011492925.1_ASM1149292v1	ecoli_achtman_4	58	adk(6)	fumC(4)	gyrB(4)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_011492985.1_ASM1149298v1	ecoli_achtman_4	48	adk(6)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_011691525.1_ASM1169152v1	ecoli_achtman_4	761	adk(10)	fumC(11)	gyrB(5)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_011769865.1_ASM1176986v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_011996085.1_ASM1199608v1	ecoli_achtman_4	29	adk(6)	fumC(4)	gyrB(12)	icd(16)	mdh(9)	purA(7)	recA(7)
GCF_012044775.1_ASM1204477v1	ecoli_achtman_4	8535	adk(6)	fumC(19)	gyrB(33)	icd(18)	mdh(11)	purA(8)	recA(7)
GCF_012149945.1_ASM1214994v1	ecoli_achtman_4	1193	adk(14)	fumC(14)	gyrB(10)	icd(200)	mdh(17)	purA(7)	recA(10)
GCF_012221365.1_ASM1222136v1	ecoli_achtman_4	270	adk(6)	fumC(4)	gyrB(7)	icd(1)	mdh(11)	purA(3)	recA(56)
GCF_012221565.1_ASM1222156v1	ecoli_achtman_4	270	adk(6)	fumC(4)	gyrB(7)	icd(1)	mdh(11)	purA(3)	recA(56)
GCF_012278675.1_ASM1227867v1	ecoli_achtman_4	761	adk(10)	fumC(11)	gyrB(5)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_012516455.1_ASM1251645v1	ecoli_achtman_4	533	adk(6)	fumC(4)	gyrB(5)	icd(18)	mdh(11)	purA(8)	recA(14)
GCF_012537835.1_ASM1253783v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_012915625.1_ASM1291562v2	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_012934435.1_ASM1293443v1	ecoli_achtman_4	973	adk(154)	fumC(187)	gyrB(22)	icd(52)	mdh(130)	purA(129)	recA(4)
GCF_012934455.1_ASM1293445v1	ecoli_achtman_4	394	adk(21)	fumC(35)	gyrB(61)	icd(52)	mdh(5)	purA(5)	recA(4)
GCF_012934475.1_ASM1293447v1	ecoli_achtman_4	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
GCF_012934495.1_ASM1293449v1	ecoli_achtman_4	963	adk(4)	fumC(26)	gyrB(151)	icd(25)	mdh(5)	purA(5)	recA(19)
GCF_012934515.1_ASM1293451v1	ecoli_achtman_4	491	adk(13)	fumC(39)	gyrB(19)	icd(36)	mdh(30)	purA(14)	recA(82)
GCF_012934535.1_ASM1293453v1	ecoli_achtman_4	73	adk(36)	fumC(24)	gyrB(9)	icd(13)	mdh(17)	purA(11)	recA(25)
GCF_012934555.1_ASM1293455v1	ecoli_achtman_4	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
GCF_012934575.1_ASM1293457v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_012934595.1_ASM1293459v1	ecoli_achtman_4	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
GCF_012934615.1_ASM1293461v1	ecoli_achtman_4	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
GCF_012934635.1_ASM1293463v1	ecoli_achtman_4	357	adk(13)	fumC(40)	gyrB(13)	icd(13)	mdh(23)	purA(25)	recA(66)
GCF_012934655.2_ASM1293465v2	ecoli_achtman_4	144	adk(13)	fumC(43)	gyrB(9)	icd(36)	mdh(30)	purA(44)	recA(25)
GCF_012934675.1_ASM1293467v1	ecoli_achtman_4	54	adk(6)	fumC(30)	gyrB(5)	icd(1)	mdh(24)	purA(8)	recA(21)
GCF_012934695.1_ASM1293469v1	ecoli_achtman_4	967	adk(46)	fumC(4)	gyrB(87)	icd(29)	mdh(77)	purA(127)	recA(22)
GCF_012934715.1_ASM1293471v1	ecoli_achtman_4	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
GCF_012934765.1_ASM1293476v1	ecoli_achtman_4	14	adk(14)	fumC(14)	gyrB(10)	icd(14)	mdh(17)	purA(7)	recA(10)
GCF_012934785.1_ASM1293478v1	ecoli_achtman_4	998	adk(13)	fumC(52)	gyrB(156)	icd(14)	mdh(17)	purA(25)	recA(17)
GCF_012974525.1_ASM1297452v1	ecoli_achtman_4	156	adk(6)	fumC(29)	gyrB(32)	icd(16)	mdh(11)	purA(8)	recA(44)
GCF_012974565.1_ASM1297456v1	ecoli_achtman_4	1262	adk(177)	fumC(24)	gyrB(9)	icd(13)	mdh(17)	purA(11)	recA(25)
GCF_012974805.1_ASM1297480v1	ecoli_achtman_4	73	adk(36)	fumC(24)	gyrB(9)	icd(13)	mdh(17)	purA(11)	recA(25)
GCF_013004045.1_ASM1300404v1	ecoli_achtman_4	127	adk(13)	fumC(14)	gyrB(19)	icd(36)	mdh(23)	purA(11)	recA(10)
GCF_013084945.1_ASM1308494v1	ecoli_achtman_4	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
GCF_013085025.1_ASM1308502v1	ecoli_achtman_4	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
GCF_013085185.1_ASM1308518v1	ecoli_achtman_4	3695	adk(9)	fumC(19)	gyrB(5)	icd(18)	mdh(11)	purA(122)	recA(14)
GCF_013085205.1_ASM1308520v1	ecoli_achtman_4	420	adk(13)	fumC(38)	gyrB(84)	icd(13)	mdh(17)	purA(68)	recA(34)
GCF_013085865.1_ASM1308586v1	ecoli_achtman_4	58	adk(6)	fumC(4)	gyrB(4)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_013085905.2_ASM1308590v3	ecoli_achtman_4	1193	adk(14)	fumC(14)	gyrB(10)	icd(200)	mdh(17)	purA(7)	recA(10)
GCF_013112335.1_ASM1311233v1	ecoli_achtman_4	10654	adk(80)	fumC(1525)	gyrB(209)	icd(54)	mdh(22)	purA(35)	recA(151)
GCF_013122565.1_ASM1312256v1	ecoli_achtman_4	9286	adk(600)	fumC(1294)	gyrB(804)	icd(399)	mdh(807)	purA(695)	recA(673)
GCF_013166855.1_ASM1316685v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_013166875.1_ASM1316687v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_013166895.1_ASM1316689v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_013166935.1_ASM1316693v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_013166955.1_ASM1316695v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_013166975.1_ASM1316697v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_013166995.1_ASM1316699v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_013167015.1_ASM1316701v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_013167035.1_ASM1316703v1	ecoli_achtman_4	1060	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(128)
GCF_013167055.1_ASM1316705v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_013167075.1_ASM1316707v1	ecoli_achtman_4	1060	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(128)
GCF_013167135.1_ASM1316713v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167155.1_ASM1316715v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167175.1_ASM1316717v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167195.1_ASM1316719v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167235.1_ASM1316723v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167255.1_ASM1316725v1	ecoli_achtman_4	335	adk(29)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167275.1_ASM1316727v1	ecoli_achtman_4	5560	adk(12)	fumC(12)	gyrB(8)	icd(569)	mdh(15)	purA(2)	recA(2)
GCF_013167295.1_ASM1316729v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167315.1_ASM1316731v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167335.1_ASM1316733v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167355.1_ASM1316735v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167375.1_ASM1316737v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167395.1_ASM1316739v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167415.1_ASM1316741v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167435.1_ASM1316743v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167455.1_ASM1316745v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167475.1_ASM1316747v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167495.1_ASM1316749v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167515.1_ASM1316751v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167535.1_ASM1316753v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167555.1_ASM1316755v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167575.1_ASM1316757v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167595.1_ASM1316759v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167615.1_ASM1316761v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167635.1_ASM1316763v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167655.1_ASM1316765v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167675.1_ASM1316767v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167695.1_ASM1316769v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167715.1_ASM1316771v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167735.1_ASM1316773v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167755.1_ASM1316775v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167775.1_ASM1316777v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167795.1_ASM1316779v1	ecoli_achtman_4	5516	adk(12)	fumC(12)	gyrB(464)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167815.1_ASM1316781v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167875.1_ASM1316787v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_013167935.1_ASM1316793v1	ecoli_achtman_4	61	adk(29)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(23)
