Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
GCF_001999185.1_ASM199918v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP019629.1;NZ_CP019629.1;NZ_CP019629.1;	2109114-2110361;2106837-2108003;2002887-2004383;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_002007705.1_ASM200770v1_genomic	-	O15	H10	O15:H10	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-5-wzx;O15-11-wzy;H10-4-fliC;	100;100;100;	100;100;100;	NZ_CP019778.1;NZ_CP019778.1;NZ_CP019778.1;	2400934-2402178;2398723-2399901;2252619-2253880;	1245;1179;1262;	v1.0 (11-03-2020)	-
GCF_002009315.1_ASM200931v1_genomic	-	-	H4	-:H4	-	Based on 1 allele(s)	fliC:1;	H4-2-fliC-origin;	100;	100;	NZ_CP019903.1;	3960517-3961566;	1050;	v1.0 (11-03-2020)	-
GCF_002011945.1_ASM201194v1_genomic	-	O131	H31	O131:H31	-	Based on 3 allele(s)	wzx:1;wzy:0.998;fliC:1;	O131-1-wzx-origin;O131-2-wzy-origin;H31-1-fliC-origin;	100;99.847;100;	100;100;100;	NZ_CP018948.1;NZ_CP018948.1;NZ_CP018948.1;	2052097-2053365;2054368-2055672;2167616-2169283;	1269;1305;1668;	v1.0 (11-03-2020)	-
GCF_002011965.1_ASM201196v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP018953.1;NZ_CP018953.1;NZ_CP018953.1;	782375-783634;779160-780222;615047-616096;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002011985.1_ASM201198v1_genomic	-	O15	H1	O15:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H1-11-fliC;	100;100;100;	100;100;100;	NZ_CP018957.1;NZ_CP018957.1;NZ_CP018957.1;	4405995-4407239;4403784-4404962;4259803-4261590;	1245;1179;1788;	v1.0 (11-03-2020)	-
GCF_002012005.1_ASM201200v1_genomic	-	-	H9	-:H9	-	Based on 1 allele(s)	fliC:1;	H9-1-fliC-origin;	99.95;	100;	NZ_CP018965.1;	3404628-3406640;	2013;	v1.0 (11-03-2020)	-
GCF_002012025.1_ASM201202v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP018970.1;NZ_CP018970.1;NZ_CP018970.1;	1800689-1801948;1797474-1798536;1591409-1592458;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002012045.1_ASM201204v1_genomic	-	O153	H9	O153:H9	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H9-5-fliC;	99.915;100;99.901;	100;100;100;	NZ_CP018976.1;NZ_CP018976.1;NZ_CP018976.1;	1015900-1017078;1018035-1019213;851285-853297;	1179;1179;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
GCF_002012065.1_ASM201206v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP018979.1;NZ_CP018979.1;NZ_CP018979.1;	70447-71706;67232-68294;5057069-5058118;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002012085.1_ASM201208v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.956;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.579;100;	100;100;100;	NZ_CP018991.1;NZ_CP018991.1;NZ_CP018991.1;	952338-953597;949124-950185;665463-666512;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002012105.1_ASM201210v1_genomic	-	O9	H30	O9:H30	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-14-wzm;O9-19-wzt;H30-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP018995.1;NZ_CP018995.1;NZ_CP018995.1;	1195658-1196443;1196446-1197741;1287349-1289061;	786;1296;1713;	v1.0 (11-03-2020)	-
GCF_002012125.1_ASM201212v1_genomic	-	O89	H4	O89:H4	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H4-15-fliC;	94.103;93.625;100;	100;100;100;	NZ_CP019005.1;NZ_CP019005.1;NZ_CP019005.1;	1947372-1948151;1948158-1948910;3365307-3366356;	780;753;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
GCF_002012145.1_ASM201214v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.956;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	95.952;95.579;99.905;	100;100;100;	NZ_CP019008.1;NZ_CP019008.1;NZ_CP019008.1;	2068972-2070231;2072384-2073446;2228568-2229617;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002012165.1_ASM201216v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP019015.1;NZ_CP019015.1;NZ_CP019015.1;	3802481-3803740;3805893-3806955;3972562-3973611;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002012205.1_ASM201220v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP018983.1;NZ_CP018983.1;NZ_CP018983.1;	1745097-1746356;1741882-1742944;1575229-1576278;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002012225.1_ASM201222v1_genomic	-	O1	H6	O1:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-7-wzy;H6-17-fliC;	100;100;99.637;	100;100;100;	NZ_CP019029.1;NZ_CP019029.1;NZ_CP019029.1;	5224846-5226072;5228340-5229344;234967-236613;	1227;1005;1653;	v1.0 (11-03-2020)	-
GCF_002012245.1_ASM201224v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP019000.1;NZ_CP019000.1;NZ_CP019000.1;	1316442-1317701;1313227-1314289;1146584-1147633;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002012265.1_ASM201226v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP019012.1;NZ_CP019012.1;NZ_CP019012.1;	4138891-4140150;4142303-4143365;4310862-4311911;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002012305.1_ASM201230v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.956;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.579;99.905;	100;100;100;	NZ_CP019020.1;NZ_CP019020.1;NZ_CP019020.1;	1311237-1312496;1314649-1315711;1513903-1514952;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002024865.1_ASM202486v1_genomic	-	O18	H7	O18:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O18-6-wzx;O18-11-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	NZ_CP019777.1;NZ_CP019777.1;NZ_CP019777.1;	2256277-2257524;2255030-2256218;2036733-2038490;	1248;1189;1758;	v1.0 (11-03-2020)	-
GCF_002055605.1_ASM205560v1_genomic	-	O182	H25	O182:H25	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O182-1-wzx-origin;O182-2-wzy-origin;H25-2-fliC-origin;	100;100;100;	100;100;100;	NZ_CP020092.1;NZ_CP020092.1;NZ_CP020092.1;	2086770-2088113;2090389-2091615;2239848-2241179;	1344;1227;1332;	v1.0 (11-03-2020)	-
GCF_002055635.1_ASM205563v1_genomic	-	O131	H31	O131:H31	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O131-3-wzx;O131-2-wzy-origin;H31-1-fliC-origin;	99.921;100;99.94;	100;100;100;	NZ_CP020048.1;NZ_CP020048.1;NZ_CP020048.1;	4489206-4490474;4491477-4492781;4689290-4690957;	1269;1305;1668;	v1.0 (11-03-2020)	-
GCF_002056065.1_ASM205606v1_genomic	-	O13/O135	H30	O13/O135:H30	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O13-1-wzx-origin;O13-2-wzy-origin;H30-1-fliC-origin;	100;100;99.883;	100;100;100;	NZ_CP020058.1;NZ_CP020058.1;NZ_CP020058.1;	157384-158640;160479-161627;264189-265901;	1257;1149;1713;	v1.0 (11-03-2020)	High similarity O-antigen group 10:O13/O129/O135 as per A.Iguchi et.al (PMID: 25428893)
GCF_002056145.1_ASM205614v1_genomic	-	O78	H9	O78:H9	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O78-4-wzx;O78-5-wzy;H9-1-fliC-origin;	100;100;99.95;	100;100;100;	NZ_CP020055.1;NZ_CP020055.1;NZ_CP020055.1;	260495-261910;264637-265758;145750-147762;	1416;1122;2013;	v1.0 (11-03-2020)	-
GCF_002056635.1_ASM205663v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP020116.1;NZ_CP020116.1;NZ_CP020116.1;	1565223-1566482;1568635-1569697;1723908-1724957;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002057245.1_ASM205724v1_genomic	-	O156	H25	O156:H25	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O156-1-wzx-origin;O156-2-wzy-origin;H25-2-fliC-origin;	99.912;100;100;	100;100;100;	NZ_CP020106.1;NZ_CP020106.1;NZ_CP020106.1;	2151677-2152816;2155094-2156299;2311168-2312499;	1140;1206;1332;	v1.0 (11-03-2020)	-
GCF_002057355.1_ASM205735v1_genomic	-	O156	H8	O156:H8	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O156-1-wzx-origin;O156-2-wzy-origin;H8-1-fliC-origin;	99.912;100;100;	100;100;100;	NZ_CP020107.1;NZ_CP020107.1;NZ_CP020107.1;	2044594-2045733;2048011-2049216;2140297-2141775;	1140;1206;1479;	v1.0 (11-03-2020)	-
GCF_002058765.1_ASM205876v1_genomic	-	O123/O186	H34	O123/O186:H34	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O123-2-wzx-origin;O123-9-wzy;H34-5-fliC;	100;100;100;	100;100;100;	NZ_CP019944.1;NZ_CP019944.1;NZ_CP019944.1;	1969854-1971299;1976163-1977413;2104972-2106609;	1446;1251;1638;	v1.0 (11-03-2020)	High similarity O-antigen group 5:O123/O186 as per A.Iguchi et.al (PMID: 25428893)
GCF_002077195.1_ASM207719v1_genomic	-	O18	H14	O18:H14	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O18-2-wzx-origin;O18-13-wzy;H14-1-fliC-origin;	100;99.916;100;	100;100;100;	NZ_CP017220.1;NZ_CP017220.1;NZ_CP017220.1;	2299660-2300907;2298413-2299603;2139612-2141264;	1248;1191;1653;	v1.0 (11-03-2020)	-
GCF_002078275.1_ASM207827v1_genomic	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
GCF_002078295.1_ASM207829v1_genomic	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
GCF_002079225.1_ASM207922v1_genomic	-	-	H19	-:H19	-	Based on 1 allele(s)	fliC:0.98;	H19-4-fliC;	98.422;	100;	NZ_CP020543.1;	1908286-1910123;	1838;	v1.0 (11-03-2020)	-
GCF_002090355.1_ASM209035v1_genomic	-	O7	-	O7:-	-	Based on 2 allele(s)	wzx:1;wzy:1;	O7-2-wzx-origin;O7-39-wzy;	100;100;	100;100;	NZ_CP020368.1;NZ_CP020368.1;	1989377-1990801;1984939-1985665;	1425;727;	v1.0 (11-03-2020)	-
GCF_002105735.1_ASM210573v1_genomic	-	O18	H14	O18:H14	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O18-2-wzx-origin;O18-15-wzy;H14-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP020835.1;NZ_CP020835.1;NZ_CP020835.1;	3033540-3034787;3032294-3033438;2929812-2931464;	1248;1145;1653;	v1.0 (11-03-2020)	-
GCF_002116715.2_ASM211671v2_genomic	-	-	H21	-:H21	-	Based on 1 allele(s)	fliC:1;	H21-12-fliC;	100;	100;	NZ_CP020933.1;	2441502-2442977;	1476;	v1.0 (11-03-2020)	-
GCF_002118095.1_ASM211809v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP013952.1;NZ_CP013952.1;NZ_CP013952.1;	3776651-3777898;3779009-3780175;3881758-3883254;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_002142675.1_ASM214267v1_genomic	-	O102	H6	O102:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.99;	O102-6-wzx;O102-9-wzy;H6-17-fliC;	100;100;99.279;	100;100;100;	NZ_CP021202.1;NZ_CP021202.1;NZ_CP021202.1;	3731495-3732682;3729362-3730492;3584534-3586198;	1188;1131;1665;	v1.0 (11-03-2020)	-
GCF_002142695.1_ASM214269v1_genomic	-	O89	H10	O89:H10	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H10-17-fliC;	94.103;93.625;100;	100;100;100;	NZ_CP021175.1;NZ_CP021175.1;NZ_CP021175.1;	58524-59303;57765-58517;3555883-3557145;	780;753;1263;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
GCF_002142715.1_ASM214271v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP021207.1;NZ_CP021207.1;NZ_CP021207.1;	1169490-1170749;1166275-1167337;1003971-1005020;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002156825.1_ASM215682v1_genomic	-	O111	H8	O111:H8	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O111-13-wzx;O111-4-wzy-origin;H8-1-fliC-origin;	100;100;99.865;	100;100;100;	NZ_CP021335.1;NZ_CP021335.1;NZ_CP021335.1;	2510496-2511761;2509454-2510506;2351162-2352640;	1266;1053;1480;	v1.0 (11-03-2020)	-
GCF_002156845.1_ASM215684v1_genomic	-	O111	H8	O111:H8	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O111-13-wzx;O111-4-wzy-origin;H8-1-fliC-origin;	100;100;99.865;	100;100;100;	NZ_CP021339.1;NZ_CP021339.1;NZ_CP021339.1;	2510846-2512111;2509804-2510856;2351512-2352990;	1266;1053;1480;	v1.0 (11-03-2020)	-
GCF_002157245.1_ASM215724v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP021179.1;NZ_CP021179.1;NZ_CP021179.1;	2448577-2449836;2451989-2453051;2618655-2619704;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002163655.1_ASM216365v1_genomic	-	O153	H21	O153:H21	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H21-9-fliC;	100;100;100;	100;100;100;	NZ_CP018323.1;NZ_CP018323.1;NZ_CP018323.1;	4465913-4467091;4468048-4469226;4350560-4352035;	1179;1179;1476;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
GCF_002163695.1_ASM216369v1_genomic	-	O89	H38	O89:H38	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H38-6-fliC;	100;100;100;	100;100;100;	NZ_CP018840.1;NZ_CP018840.1;NZ_CP018840.1;	4542194-4542973;4541435-4542187;4413697-4415039;	780;753;1343;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
GCF_002163935.1_ASM216393v1_genomic	-	O128	H35	O128:H35	-	Based on 3 allele(s)	wzx:1;wzy:1;flkA:1;	O128-3-wzx-origin;O128-12-wzy;H35-1-flkA-origin;	100;100;100;	100;100;100;	NZ_CP019560.1;NZ_CP019560.1;NZ_CP019560.1;	1376535-1377977;1372907-1373950;2599340-2600848;	1443;1044;1509;	v1.0 (11-03-2020)	-
GCF_002164595.2_ASM216459v2_genomic	-	O102	H6	O102:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O102-6-wzx;O102-9-wzy;H6-17-fliC;	100;100;100;	100;100;100;	NZ_CP032879.1;NZ_CP032879.1;NZ_CP032879.1;	900369-901556;898236-899366;753262-754914;	1188;1131;1653;	v1.0 (11-03-2020)	-
GCF_002164635.4_ASM216463v4_genomic	-	O102	H6	O102:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O102-6-wzx;O102-9-wzy;H6-17-fliC;	100;100;100;	100;100;100;	NZ_CP022229.3;NZ_CP022229.3;NZ_CP022229.3;	66842-68029;64709-65839;5018989-5020641;	1188;1131;1653;	v1.0 (11-03-2020)	-
GCF_002164645.3_ASM216464v3_genomic	-	O102	H6	O102:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O102-6-wzx;O102-9-wzy;H6-17-fliC;	100;100;100;	100;100;100;	NZ_CP028589.2;NZ_CP028589.2;NZ_CP028589.2;	1924873-1926060;1927063-1928193;2071515-2073167;	1188;1131;1653;	v1.0 (11-03-2020)	-
GCF_002164865.2_ASM216486v2_genomic	-	O8	H21	O8:H21	-	Based on 3 allele(s)	wzm:1;wzt:0.998;fliC:1;	O8-1-wzm-origin;O8-3-wzt-origin;H21-10-fliC;	100;99.835;99.797;	100;100;100;	NZ_CP034966.1;NZ_CP034966.1;NZ_CP034966.1;	1794696-1795490;1795490-1796704;1884762-1886237;	795;1215;1476;	v1.0 (11-03-2020)	-
GCF_002164975.2_ASM216497v2_genomic	-	O8	H9	O8:H9	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O8-5-wzx-origin;O8-7-wzy-origin;H9-1-fliC-origin;	99.916;100;99.95;	100;100;100;	NZ_CP034958.1;NZ_CP034958.1;NZ_CP034958.1;	1813666-1814853;1812435-1813676;1922044-1924056;	1188;1242;2013;	v1.0 (11-03-2020)	-
GCF_002165095.2_ASM216509v2_genomic	-	-	H25	-:H25	-	Based on 1 allele(s)	fliC:1;	H25-2-fliC-origin;	100;	100;	NZ_CP032892.1;	1995288-1996619;	1332;	v1.0 (11-03-2020)	-
GCF_002165115.2_ASM216511v2_genomic	-	-	H9	-:H9	-	Based on 1 allele(s)	fliC:1;	H9-1-fliC-origin;	99.95;	100;	NZ_CP032426.1;	2114872-2116884;	2013;	v1.0 (11-03-2020)	-
GCF_002180055.1_ASM218005v1_genomic	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;93.625;100;	100;100;100;	NZ_CP021532.1;NZ_CP021532.1;NZ_CP021532.1;	1714522-1715301;1715308-1716060;3111778-3113790;	780;753;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
GCF_002180095.1_ASM218009v1_genomic	-	O131	H31	O131:H31	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O131-3-wzx;O131-2-wzy-origin;H31-1-fliC-origin;	99.921;100;99.94;	100;100;100;	NZ_CP021535.1;NZ_CP021535.1;NZ_CP021535.1;	2307438-2308706;2309709-2311013;2510072-2511739;	1269;1305;1668;	v1.0 (11-03-2020)	-
GCF_002180135.1_ASM218013v1_genomic	-	O89	H5	O89:H5	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H5-14-fliC;	94.103;93.625;100;	100;100;100;	NZ_CP021683.1;NZ_CP021683.1;NZ_CP021683.1;	3021014-3021793;3020255-3021007;1622034-1623344;	780;753;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
GCF_002180195.1_ASM218019v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP021689.1;NZ_CP021689.1;NZ_CP021689.1;	4087331-4088590;4083339-4084401;3916686-3917735;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002180215.1_ASM218021v1_genomic	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;93.625;100;	100;100;100;	NZ_CP021691.1;NZ_CP021691.1;NZ_CP021691.1;	3926443-3927222;3925684-3926436;2530394-2532406;	780;753;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
GCF_002180275.1_ASM218027v1_genomic	-	O131	H31	O131:H31	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O131-3-wzx;O131-2-wzy-origin;H31-1-fliC-origin;	99.921;100;99.94;	100;100;100;	NZ_CP021722.1;NZ_CP021722.1;NZ_CP021722.1;	2073199-2074467;2075470-2076774;2273283-2274950;	1269;1305;1668;	v1.0 (11-03-2020)	-
GCF_002192275.1_ASM219227v1_genomic	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;93.625;100;	100;100;100;	NZ_CP021732.1;NZ_CP021732.1;NZ_CP021732.1;	1219545-1220324;1218786-1219538;4608189-4610201;	780;753;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
GCF_002192295.1_ASM219229v1_genomic	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;93.625;100;	100;100;100;	NZ_CP021736.1;NZ_CP021736.1;NZ_CP021736.1;	3313339-3314118;3314125-3314877;4708156-4710168;	780;753;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
GCF_002193095.1_ASM219309v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP021454.1;NZ_CP021454.1;NZ_CP021454.1;	1871028-1872287;1874440-1875502;2041106-2042155;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002196475.1_ASM219647v1_genomic	-	O51	H34	O51:H34	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O51-4-wzx;O51-7-wzy;H34-5-fliC;	100;100;100;	100;100;100;	NZ_CP021840.1;NZ_CP021840.1;NZ_CP021840.1;	4621341-4622900;4619428-4620465;4453324-4454961;	1560;1038;1638;	v1.0 (11-03-2020)	-
GCF_002196495.1_ASM219649v1_genomic	-	O51	H34	O51:H34	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O51-4-wzx;O51-7-wzy;H34-5-fliC;	100;100;100;	100;100;100;	NZ_CP021844.1;NZ_CP021844.1;NZ_CP021844.1;	1983129-1984688;1985564-1986601;2151067-2152704;	1560;1038;1638;	v1.0 (11-03-2020)	-
GCF_002201835.1_ASM220183v1_genomic	-	O89	H21	O89:H21	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H21-10-fliC;	94.103;93.625;99.864;	100;100;100;	NZ_CP021879.1;NZ_CP021879.1;NZ_CP021879.1;	4651701-4652480;4650942-4651694;3235490-3236965;	780;753;1476;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
GCF_002202175.1_ASM220217v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP021935.1;NZ_CP021935.1;NZ_CP021935.1;	292148-293407;288933-289995;122280-123329;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_002208865.2_ASM220886v2_genomic	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP022050.2;NZ_CP022050.2;NZ_CP022050.2;	346460-347851;348553-349719;130614-132371;	1392;1167;1758;	v1.0 (11-03-2020)	-
GCF_002209105.2_ASM220910v2_genomic	-	O104	H4	O104:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O104-5-wzx-origin;O104-13-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	NZ_CP022086.2;NZ_CP022086.2;NZ_CP022086.2;	2022658-2023848;2025164-2026276;1876015-1877064;	1191;1113;1050;	v1.0 (11-03-2020)	-
GCF_002211725.1_ASM221172v1_genomic	-	O27	H7	O27:H7	-	Based on 3 allele(s)	wzx:0.997;wzy:1;fliC:0.99;	O27-3-wzx;O27-2-wzy-origin;H7-1-fliC-origin;	99.682;100;98.864;	100;100;100;	NZ_CP022154.1;NZ_CP022154.1;NZ_CP022154.1;	3200845-3202103;3203907-3205139;3070697-3072457;	1259;1233;1761;	v1.0 (11-03-2020)	-
